VIN,Year,Model,Trim,Engine,Trans.,Drivetrain,Exterior_Color,Interior_Color,Interior,MSRP,Order_Number
2C3CDZL91PH102983,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue,Black,170 Alcantara Leather Seats,"$123,041 ",6047
2C3CDZL93PH102984,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sinamon Stick,Black,170 Alcantara Leather Seats,"$121,341 ",6048
2C3CDZL95PH102985,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$124,741 ",6049
2C3CDZL97PH102986,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$135,131 ",6050
2C3CDZL99PH102987,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Gray,Black / Demonic Red,170 Laguna Leather Seats,"$124,741 ",6051
2C3CDZL90PH102988,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black / Demonic Red,170 Laguna Leather Seats,"$134,641 ",6052
2C3CDZL92PH102989,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue,Black,170 Alcantara Leather Seats,"$134,736 ",6053
2C3CDZL99PH102990,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch-Black,Black / Demonic Red,170 Laguna Leather Seats,"$131,341 ",6054
2C3CDZL90PH102991,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Gray,Black,170 Alcantara Leather Seats,"$123,041 ",6055
2C3CDZL92PH102992,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black,170 Alcantara Leather Seats,"$125,041 ",6056
2C3CDZL94PH102993,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue,Black,170 Alcantara Leather Seats,"$123,041 ",6057
2C3CDZL96PH102994,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black,170 Cloth Seats,"$115,956 ",6058
2C3CDZL98PH102995,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue,Black,170 Alcantara Leather Seats,"$135,131 ",6059
2C3CDZL9XPH102996,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Triple Nickel,Black / Demonic Red,170 Laguna Leather Seats,"$134,136 ",6060
2C3CDZL91PH102997,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy,Black,170 Alcantara Leather Seats,"$123,746 ",6061
2C3CDZL93PH102998,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue,Black,170 Alcantara Leather Seats,"$123,041 ",6062
2C3CDZL95PH102999,2023,CHALLENGER,SRT DEMON 170,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime,Black / Demonic Red,170 Laguna Leather Seats,"$132,841 ",6063
2C3CDZL96PH103000,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$169,070 ",6064
2C3CDZL98PH103001,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Grey,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$160,465 ",6065
2C3CDZL9XPH103002,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,465 ",6066
2C3CDZL91PH103003,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Grey,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$179,065 ",6067
2C3CDZL93PH103004,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$179,460 ",6068
2C3CDZL95PH103005,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,465 ",6069
2C3CDZL97PH103006,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$169,465 ",6070
2C3CDZL99PH103007,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$169,465 ",6071
2C3CDZL90PH103008,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$169,465 ",6072
2C3CDZL92PH103009,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,465 ",6073
2C3CDZL99PH103010,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$148,260 ",6074
2C3CDZL90PH103011,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$176,855 ",6075
2C3CDZL92PH103012,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$166,860 ",6076
2C3CDZL94PH103013,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,ORANGE BRULE,NOIR AVEC SIEGES NOIRS,SIEGES EN ALCANTARA/CUIR SRT DEMON,149080,6077
2C3CDZL96PH103014,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$160,070 ",6078
2C3CDZL98PH103015,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Grey,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$179,460 ",6079
2C3CDZL9XPH103016,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Grey,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$147,883 ",6080
2C3CDZL91PH103017,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Grey,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$143,880 ",6081
2C3CDZL93PH103018,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$145,270 ",6082
2C3CDZL95PH103019,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$162,875 ",6083
2C3CDZL91PH103020,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$154,870 ",6084
2C3CDZL93PH103021,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$155,265 ",6085
2C3CDZL95PH103022,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$147,865 ",6086
2C3CDZL97PH103023,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$174,260 ",6087
2C3CDZL99PH103024,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,COUCHE NACREE VIOLET PRUNE,NOIR AVEC SIEGES NOIRS,SIEGES EN ALCANTARA/CUIR SRT DEMON,167255,6088
2C3CDZL90PH103025,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Grey,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$179,460 ",6089
2C3CDZL92PH103026,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,CRISTAL GRANIT METALLISE,NOIR AVEC SIEGES NOIRS,SIEGES EN ALCANTARA/CUIR SRT DEMON,179905,6090
2C3CDZL94PH103027,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$169,878 ",6091
2C3CDZL96PH103028,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black interior / Black seats,SRT Demon 170 cloth interior,"$138,380 ",6092
2C3CDZL98PH103029,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Frostbite Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$179,460 ",6093
2C3CDZL94PH103030,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$169,860 ",6094
2C3CDZL96PH103031,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$179,065 ",6095
2C3CDZL98PH103032,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$179,460 ",6096
2C3CDZL9XPH103033,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$176,460 ",6097
2C3CDZL91PH103034,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Grey,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$179,460 ",6098
2C3CDZL93PH103035,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$169,465 ",6099
2C3CDZL95PH103036,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,075 ",6100
2C3CDZL97PH103037,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Triple Nickel,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,070 ",6101
2C3CDZL99PH103038,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 cloth interior,"$138,775 ",6102
2C3CDZL90PH103039,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$144,875 ",6103
2C3CDZL97PH103040,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$157,260 ",6104
2C3CDZL99PH103041,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 cloth interior,"$142,760 ",6105
2C3CDZL90PH103042,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$150,075 ",6106
2C3CDZL92PH103043,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,F8 Green Metallic,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$144,325 ",6107
2C3CDZL94PH103044,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Destroyer Grey,Black interior / Black seats,SRT Demon 170 cloth interior,"$142,760 ",6108
2C3CDZL96PH103045,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$179,083 ",6109
2C3CDZL98PH103046,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$163,888 ",6110
2C3CDZL9XPH103047,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$146,475 ",6111
2C3CDZL91PH103048,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$163,288 ",6112
2C3CDZL93PH103049,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$155,265 ",6113
2C3CDZL9XPH103050,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,VERT SUBLIME METALLISE,NOIR AVEC SIEGES NOIRS,SIEGES EN ALCANTARA/CUIR SRT DEMON,166465,6114
2C3CDZL91PH103051,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$147,470 ",6115
2C3CDZL93PH103052,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$154,870 ",6116
2C3CDZL95PH103053,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$157,860 ",6117
2C3CDZL97PH103054,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$160,465 ",6118
2C3CDZL99PH103055,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$160,465 ",6119
2C3CDZL90PH103056,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$169,483 ",6120
2C3CDZL92PH103057,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$176,855 ",6121
2C3CDZL94PH103058,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,VERT METALLISE F8,NOIR AVEC SIEGES ROUGE FOUDROYANT,SRTMD DEMON 170 LAGUNA LEATHER SEATS,150915,6122
2C3CDZL96PH103059,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,GRIS DESTROYER,NOIR AVEC SIEGES ROUGE FOUDROYANT,SRTMD DEMON 170 LAGUNA LEATHER SEATS,146870,6123
2C3CDZL92PH103060,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$144,875 ",6124
2C3CDZL94PH103061,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$169,070 ",6125
2C3CDZL96PH103062,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Granite Crystal Metallic,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$147,915 ",6126
2C3CDZL98PH103063,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$149,475 ",6127
2C3CDZL9XPH103064,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,B5 Blue Pearl,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$144,275 ",6128
2C3CDZL91PH103065,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$176,478 ",6129
2C3CDZL93PH103066,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$145,270 ",6130
2C3CDZL95PH103067,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Triple Nickel,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$146,475 ",6131
2C3CDZL97PH103068,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,860 ",6132
2C3CDZL99PH103069,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$160,070 ",6133
2C3CDZL95PH103070,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$160,465 ",6134
2C3CDZL97PH103071,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black interior / Black seats,SRT Demon 170 cloth interior,"$143,975 ",6135
2C3CDZL99PH103072,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$146,475 ",6136
2C3CDZL90PH103073,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$147,865 ",6137
2C3CDZL92PH103074,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$144,875 ",6138
2C3CDZL94PH103075,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$150,470 ",6139
2C3CDZL96PH103076,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Sublime Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$150,075 ",6140
2C3CDZL98PH103077,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,F8 Green Metallic,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$144,720 ",6141
2C3CDZL9XPH103078,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,ORANGE BRULE,NOIR AVEC SIEGES NOIRS,SIEGES EN ALCANTARA/CUIR SRT DEMON,147865,6142
2C3CDZL91PH103079,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$145,270 ",6143
2C3CDZL98PH103080,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$157,860 ",6144
2C3CDZL9XPH103081,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,White Knuckle,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$146,475 ",6145
2C3CDZL91PH103082,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$169,465 ",6146
2C3CDZL93PH103083,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,070 ",6147
2C3CDZL95PH103084,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Plum Crazy Pearl,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$169,465 ",6148
2C3CDZL97PH103085,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,ORANGE BRULE,NOIR AVEC SIEGES NOIRS,SIEGES EN ALCANTARA/CUIR SRT DEMON,147470,6149
2C3CDZL99PH103086,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Go Mango,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$146,475 ",6150
2C3CDZL90PH103087,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,F8 Green Metallic,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$144,720 ",6151
2C3CDZL92PH103088,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$160,465 ",6152
2C3CDZL94PH103089,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,Pitch Black,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$147,470 ",6153
2C3CDZL90PH103090,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,BLANC INTENSE,NOIR AVEC SIEGES NOIRS,SIEGES EN ALCANTARA/CUIR SRT DEMON,150075,6154
2C3CDZL92PH103091,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,F8 Green Metallic,Black interior / Black seats,SRT Demon 170 Alcantara/Leather seats,"$169,910 ",6155
2C3CDZL91PH501456,2023,CHALLENGER,SRT REDEYE WIDEBODY JAILBREAK,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black / Sepia,Laguna Leather Seat with SRT Hellcat Logo,"$94,515 ",6358
2C3CDZL94PH103092,2023,CHALLENGER,SRT HELLCAT,6.2L V8 Supercharged HO,TorqueFlite 8-Speed Automatic Transmission,RWD,TorRed,Black interior / Demonic Red seats,SRT Demon 170 Laguna leather seats,"$147,865 ",6156
