vin,year,model,body,trim,engine,transmission,drivetrain,exterior_color,msrp,dealer,location,ordernum,json
1G6KE5RS7LU100012,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,RED HORIZON TINTCOAT,76715,GENERAL MOTORS LLC,"MILFORD, MI 48380-3727",WVZV6N,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS7LU100012', 'sitedealer_code': '34130', 'sell_source': '12', 'order_number': 'WVZV6N', 'creation_date': '3/23/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GPJ', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'OAR', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WD0', 'WML', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4AA', '6HG', '7HG', '8HV', '9HV']}"
1G6KE5RS4LU100016,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,85593,GM CANADA - EMP VEH CENTRE-134-003,"OSHAWA, ON L1H 8P7",XBGP4J,"{'maker': 'GMCANADA', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS4LU100016', 'sitedealer_code': '80255', 'sell_source': '14', 'order_number': 'XBGP4J', 'creation_date': '10/25/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B0P', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'G1W', 'HD7', 'HMQ', 'HS1', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K05', 'K4C', 'LGX', 'MBC', 'MHS', 'NTB', 'NYS', 'N30', 'PYZ', 'QP1', 'RTJ', 'R6F', 'R7K', 'R7W', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U19', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8E', 'WML', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', 'Z49', '1SD', '4GP', '6HG', '7HG', '8HV', '9HV']}"
1G6KE5RS6LU100017,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,SATIN STEEL METALLIC,76405,NAPLETON CADILLAC OF LIBERTYVILLE,"LIBERTYVILLE, IL 60048-3287",XBPB0K,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS6LU100017', 'sitedealer_code': '20160', 'sell_source': '12', 'order_number': 'XBPB0K', 'creation_date': '3/21/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'G9K', 'HD7', 'HMQ', 'HS1', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R8V', 'R9N', 'R9Z', 'SLL', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4GP', '6HG', '7HG', '8HV', '9HV']}"
1G6KE5RS8LU100018,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,SATIN STEEL METALLIC,76115,DAVE TOWELL CADILLAC,"AKRON, OH 44303-2330",XCDZJW,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS8LU100018', 'sitedealer_code': '20241', 'sell_source': '12', 'order_number': 'XCDZJW', 'creation_date': '3/21/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FHO', 'F46', 'F55', 'G9K', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NC7', 'NE1', 'NUB', 'NYS', 'N30', 'PYZ', 'QP1', 'RTJ', 'R9N', 'R9Z', 'SLL', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4AA', '6HG', '7HG', '8HV', '9HV']}"
1G6KB5RS9LU100019,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,MANHATTAN NOIR METALLIC,60630,FOSTER CADILLAC,"SANDUSKY, OH 44871-2305",WZXX4G,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS9LU100019', 'sitedealer_code': '20417', 'sell_source': '12', 'order_number': 'WZXX4G', 'creation_date': '8/22/2019', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'GCI', 'HS1', 'HTZ', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PYZ', 'RJZ', 'RT9', 'R7E', 'R9N', 'R9Z', 'SLL', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4GP', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS5LU100020,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,SATIN STEEL METALLIC,60700,"ARMEN CADILLAC, INC.","PLYMOUTH MEETING, PA 19462-0193",XCMXZQ,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS5LU100020', 'sitedealer_code': '22029', 'sell_source': '12', 'order_number': 'XCMXZQ', 'creation_date': '8/22/2019', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'E2C', 'FE2', 'FHO', 'F46', 'G9K', 'HS1', 'HTZ', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NP5', 'NUB', 'PYZ', 'RJZ', 'RT9', 'R9N', 'R9Z', 'SFE', 'SLL', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4GP', '6HB', '7HB', '8HC', '9HC']}"
1G6KE5RSXLU100022,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,RADIANT SILVER METALLIC,75780,SUBURBAN CADILLAC OF TROY,"TROY, MI 48099-0909",WZSGXW,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RSXLU100022', 'sitedealer_code': '20002', 'sell_source': '12', 'order_number': 'WZSGXW', 'creation_date': '3/21/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GAN', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R9N', 'R9Z', 'SLL', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4AA', '6HG', '7HG', '8HV', '9HV']}"
1G6KB5RS0LU100023,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,BLACK RAVEN,60180,CADILLAC OF NORWOOD,"NORWOOD, MA 02062-5222",XBSNRM,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS0LU100023', 'sitedealer_code': '24121', 'sell_source': '12', 'order_number': 'XBSNRM', 'creation_date': '3/19/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'E2C', 'FE2', 'FHO', 'F46', 'GBA', 'HS1', 'HTZ', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NP5', 'NUB', 'PYZ', 'RJZ', 'RT9', 'R9N', 'R9Z', 'SLL', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4GP', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS2LU100024,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,RED HORIZON TINTCOAT,61710,DEVOE CADILLAC,"NAPLES, FL 34106-1098",XCRB36,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS2LU100024', 'sitedealer_code': '21073', 'sell_source': '12', 'order_number': 'XCRB36', 'creation_date': '8/22/2019', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'GPJ', 'HS1', 'HTZ', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PDY', 'PYZ', 'RJZ', 'RT9', 'R9N', 'R9Z', 'SFE', 'SLL', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'VYW', 'V8D', 'WML', 'W0A', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4GP', '6HB', '7HB', '8HC', '9HC']}"
1G6KE5RS5LU100025,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,76715,PRESTIGE CADILLAC,"WARREN, MI 48093-2365",XBGQ59,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS5LU100025', 'sitedealer_code': '12628', 'sell_source': '12', 'order_number': 'XBGQ59', 'creation_date': '9/6/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'G1W', 'HD7', 'HMQ', 'HS1', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PYZ', 'QP1', 'RTJ', 'R9N', 'R9Z', 'SLL', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4GP', '6HG', '7HG', '8HV', '9HV']}"
1G6KE5RS7LU100026,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,RED HORIZON TINTCOAT,77005,GENESIS CADILLAC  INC.,"SAINT CLAIR SHORES, MI 48080-0509",XBDR33,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS7LU100026', 'sitedealer_code': '12021', 'sell_source': '12', 'order_number': 'XBDR33', 'creation_date': '3/21/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GPJ', 'HD7', 'HMQ', 'HS1', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R9N', 'R9Z', 'SLL', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4GP', '6HG', '7HG', '8HV', '9HV']}"
1G6KE5RS9LU100027,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,77005,GENESIS CADILLAC  INC.,"SAINT CLAIR SHORES, MI 48080-0509",XBDQ7V,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS9LU100027', 'sitedealer_code': '12021', 'sell_source': '12', 'order_number': 'XBDQ7V', 'creation_date': '9/6/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'G1W', 'HD7', 'HS1', 'HTX', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R9N', 'R9Z', 'SLL', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4J1', '6HG', '7HG', '8HV', '9HV']}"
1G6KB5RSXLU100028,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,61800,"HERITAGE CADILLAC, INC.","LOMBARD, IL 60148-4211",XBWDRV,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RSXLU100028', 'sitedealer_code': '37073', 'sell_source': '12', 'order_number': 'XBWDRV', 'creation_date': '3/19/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'G1W', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PDH', 'PYZ', 'RJZ', 'RT9', 'R8V', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '5RU', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS8LU100030,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,RED HORIZON TINTCOAT,61505,CADILLAC OF GREENWICH,"GREENWICH, CT 06830-6308",WZZW3S,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS8LU100030', 'sitedealer_code': '33253', 'sell_source': '12', 'order_number': 'WZZW3S', 'creation_date': '3/19/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'E2C', 'FE2', 'FHO', 'F46', 'GPJ', 'HS1', 'HTZ', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NP5', 'NUB', 'PDH', 'PYZ', 'RJZ', 'RT9', 'R9N', 'R9Z', 'SLL', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4GP', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RSXLU100031,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,61660,"CADILLAC OF NAPERVILLE, INC.","NAPERVILLE, IL 60540-3952",XBZKJG,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RSXLU100031', 'sitedealer_code': '37039', 'sell_source': '12', 'order_number': 'XBZKJG', 'creation_date': '3/19/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'G1W', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PDH', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SFE', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'W2D', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS1LU100032,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,SHADOW METALLIC,60615,"CREST CADILLAC, INC.","BROOKFIELD, WI 53008-0629",XCMM89,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS1LU100032', 'sitedealer_code': '37145', 'sell_source': '12', 'order_number': 'XCMM89', 'creation_date': '8/22/2019', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'GJI', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PYZ', 'RJZ', 'RT9', 'R8D', 'R9N', 'R9Z', 'SLL', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KE5RS4LU100033,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,MANHATTAN NOIR METALLIC,76115,AL SERRA CADILLAC,"GRAND BLANC, MI 48439-8139",XCCXHM,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS4LU100033', 'sitedealer_code': '20071', 'sell_source': '12', 'order_number': 'XCCXHM', 'creation_date': '3/21/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'E2C', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GCI', 'HD7', 'HS1', 'HTX', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PYZ', 'QP1', 'RTJ', 'R9N', 'R9Z', 'SLL', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4J1', '6HG', '7HG', '8HV', '9HV']}"
