vin,year,model,body,trim,engine,transmission,drivetrain,exterior_color,msrp,dealer,location,ordernum,json
1G6KB5RS1LU111502,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,BLACK RAVEN,60435,LAFONTAINE CADILLAC,"HIGHLAND, MI 48357-4007",XFGNGN,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS1LU111502', 'sitedealer_code': '20015', 'sell_source': '12', 'order_number': 'XFGNGN', 'creation_date': '2/16/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'GBA', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PDH', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SFE', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'W2D', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS7LU111505,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,RADIANT SILVER METALLIC,59990,LARICHE CADILLAC,"FINDLAY, OH 45840-4878",XFJVQ7,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS7LU111505', 'sitedealer_code': '20325', 'sell_source': '12', 'order_number': 'XFJVQ7', 'creation_date': '1/28/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'GAN', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS2LU111508,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,61215,M. J. SULLIVAN CADILLAC,"NEW LONDON, CT 06320-2599",XBTSCX,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS2LU111508', 'sitedealer_code': '24214', 'sell_source': '12', 'order_number': 'XBTSCX', 'creation_date': '2/15/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FHO', 'F46', 'G1W', 'HS1', 'HTZ', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NP5', 'NUB', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4GP', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS2LU111511,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,BLACK RAVEN,60005,CADILLAC OF BEVERLY HILLS,"BEVERLY HILLS, CA 90211-2714",XGHCWK,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS2LU111511', 'sitedealer_code': '36025', 'sell_source': '12', 'order_number': 'XGHCWK', 'creation_date': '2/16/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FHO', 'F46', 'GBA', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NUB', 'PYZ', 'RJZ', 'RT9', 'R7E', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YF5', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '65C', '7HB', '8HC', '9HC']}"
1G6KB5RS8LU111514,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,BLACK RAVEN,60190,ED MORSE CADILLAC DELRAY,"DELRAY BEACH, FL 33483-3294",XGNTVM,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS8LU111514', 'sitedealer_code': '21005', 'sell_source': '12', 'order_number': 'XGNTVM', 'creation_date': '2/16/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'GBA', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SLM', 'S08', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'W2D', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS3LU111517,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,BLACK RAVEN,60365,THE VALLEY CADILLAC CORP,"ROCHESTER, NY 14623-2986",XGNJCM,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS3LU111517', 'sitedealer_code': '24457', 'sell_source': '12', 'order_number': 'XGNJCM', 'creation_date': '1/22/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FHO', 'F46', 'GBA', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NP5', 'NUB', 'PDH', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SFE', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS3LU111520,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,65620,RON CARTER CADILLAC,"FRIENDSWOOD, TX 77546-2722",XFQZNZ,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS3LU111520', 'sitedealer_code': '87254', 'sell_source': '12', 'order_number': 'XFQZNZ', 'creation_date': '2/16/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'G1W', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PDT', 'PDY', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SB2', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'VYW', 'V8D', 'WML', 'W0A', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '5JO', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS9LU111523,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,61625,JESSUP CADILLAC,"CATHEDRAL CITY, CA 92234-5408",XFGN14,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS9LU111523', 'sitedealer_code': '36069', 'sell_source': '12', 'order_number': 'XFGN14', 'creation_date': '2/16/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FHO', 'F46', 'G1W', 'HS1', 'HTZ', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NUB', 'PDY', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'VYW', 'V8D', 'WML', 'W0A', 'YF5', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4GP', '6HB', '65C', '7HB', '8HC', '9HC']}"
1G6KB5RS4LU111526,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,61365,LYNCH CADILLAC OF AUBURN,"AUBURN, AL 36831-3308",XFMCXS,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS4LU111526', 'sitedealer_code': '25030', 'sell_source': '12', 'order_number': 'XFMCXS', 'creation_date': '2/15/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'G1W', 'HS1', 'HTZ', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'W0A', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4GP', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RSXLU111529,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,BLACK RAVEN,60265,FRANK KENT CADILLAC,"FORT WORTH, TX 76116-0000",XFDZ3P,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RSXLU111529', 'sitedealer_code': '39029', 'sell_source': '12', 'order_number': 'XFDZ3P', 'creation_date': '1/18/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'GBA', 'HS1', 'HTZ', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SFE', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4GP', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RSXLU111532,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,BLACK RAVEN,60150,KING CADILLAC,"FLORENCE, SC 29502-4030",XCDQST,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RSXLU111532', 'sitedealer_code': '25669', 'sell_source': '12', 'order_number': 'XCDQST', 'creation_date': '1/18/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'GBA', 'HS1', 'HTZ', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4GP', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS5LU111535,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,BLACK RAVEN,59990,LARICHE CADILLAC,"FINDLAY, OH 45840-4878",XGCG6T,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS5LU111535', 'sitedealer_code': '20325', 'sell_source': '12', 'order_number': 'XGCG6T', 'creation_date': '2/16/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'GBA', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS0LU111538,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,61505,GOLD COAST CADILLAC,"OAKHURST, NJ 07755-7200",XGNP3N,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS0LU111538', 'sitedealer_code': '23163', 'sell_source': '12', 'order_number': 'XGNP3N', 'creation_date': '2/16/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FHO', 'F46', 'G1W', 'HS1', 'HTZ', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NP5', 'NUB', 'PDH', 'PYZ', 'RJZ', 'RT9', 'R6M', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4GP', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS0LU111541,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,STELLAR BLACK METALLIC,60975,LES STANFORD CADILLAC,"DEARBORN, MI 48124-2350",XGMVVS,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS0LU111541', 'sitedealer_code': '20070', 'sell_source': '12', 'order_number': 'XGMVVS', 'creation_date': '2/16/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'GB8', 'HS1', 'HTZ', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PDH', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'W2D', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4GP', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS6LU111544,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,BLACK RAVEN,59990,PENSKE CADILLAC OF SOUTH BAY,"CERRITOS, CA 90703",XFDPKR,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS6LU111544', 'sitedealer_code': '36086', 'sell_source': '12', 'order_number': 'XFDPKR', 'creation_date': '2/16/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FHO', 'F46', 'GBA', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NUB', 'PYZ', 'RJZ', 'RT9', 'R6X', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YF5', 'Y40', 'Y65', 'ZCD', 'ZR3', '1SB', '1SZ', '4AA', '6HB', '65C', '7HB', '8HC', '9HC']}"
1G6KB5RS1LU111547,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,62000,PENSKE CADILLAC OF SOUTH BAY,"CERRITOS, CA 90703",XFMX39,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS1LU111547', 'sitedealer_code': '36086', 'sell_source': '12', 'order_number': 'XFMX39', 'creation_date': '2/16/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FHO', 'F46', 'G1W', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NUB', 'PDH', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SLM', 'S0M', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YF5', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '65C', '7HB', '8HC', '9HC']}"
1G6KB5RS1LU111550,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,65500,LOCKHART CADILLAC INC.,"FISHERS, IN 46038-2861",XGMCKR,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS1LU111550', 'sitedealer_code': '20833', 'sell_source': '12', 'order_number': 'XGMCKR', 'creation_date': '1/22/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'G1W', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PDH', 'PDT', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SB2', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '5JO', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS7LU111553,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,62085,VERA CADILLAC,"PEMBROKE PINES, FL 33025-2236",XDXHXR,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS7LU111553', 'sitedealer_code': '21036', 'sell_source': '12', 'order_number': 'XDXHXR', 'creation_date': '3/24/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'G1W', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PDH', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SB2', 'SFE', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS2LU111556,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,STELLAR BLACK METALLIC,65498,CAPITAL GMC BUICK CADILLAC LTD.,"REGINA, SK S4X 4P7",XGFC1H,"{'maker': 'GMCANADA', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS2LU111556', 'sitedealer_code': '84777', 'sell_source': '14', 'order_number': 'XGFC1H', 'creation_date': '1/28/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'FE2', 'FE9', 'FHO', 'F46', 'GB8', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K05', 'K34', 'K4C', 'LGX', 'MBC', 'MHS', 'NP5', 'NTB', 'PYZ', 'RJZ', 'RT9', 'R7K', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U19', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8E', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', 'Z49', '1SB', '4AA', '5RU', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS8LU111559,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,BLACK RAVEN,60365,CADILLAC OF NOVI,"NOVI, MI 48375-1874",XGMDB0,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS8LU111559', 'sitedealer_code': '12109', 'sell_source': '12', 'order_number': 'XGMDB0', 'creation_date': '2/16/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'GBA', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PDH', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SFE', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
